Rating(0,556,3.9730559195376576)
Rating(0,592,3.9730559195376576)
Rating(0,544,3.9730559195376576)
Rating(0,487,3.9730559195376576)
Rating(0,588,3.9730559195376576)
Rating(0,492,3.9730559195376576)
Rating(0,204,3.9730559195376576)
Rating(0,431,3.9730559195376576)
Rating(0,31,3.9730559195376576)
Rating(0,203,3.9730559195376576)
Rating(0,444,3.9730559195376576)
Rating(0,92,3.9730559195376576)
Rating(0,28,3.9730559195376576)
Rating(0,524,3.9730559195376576)
Rating(0,536,3.9730559195376576)
Rating(0,587,3.9730559195376576)
Rating(0,127,3.9730559195376576)
Rating(0,39,3.9730559195376576)
Rating(0,483,3.9730559195376576)
Rating(0,507,3.9730559195376576)
Rating(0,523,3.9730559195376576)
Rating(0,415,3.9730559195376576)
Rating(0,584,3.9730559195376576)
Rating(0,476,3.9730559195376576)
Rating(0,480,3.9730559195376576)
Rating(0,140,3.9730559195376576)
Rating(0,8,3.9730559195376576)
Rating(0,78,3.9730559195376576)
Rating(0,504,3.9730559195376576)
Rating(0,100,3.9730559195376576)
Rating(0,532,3.9730559195376576)
Rating(0,86,3.9730559195376576)
Rating(0,454,3.9730559195376576)
Rating(0,427,3.9730559195376576)
Rating(0,599,3.9730559195376576)
Rating(0,90,3.9730559195376576)
Rating(0,15,3.9730559195376576)
Rating(0,463,3.9730559195376576)
Rating(0,179,3.9730559195376576)
Rating(0,94,3.9730559195376576)
Rating(0,499,3.9730559195376576)
Rating(0,103,3.9730559195376576)
Rating(0,519,3.9730559195376576)
Rating(0,527,3.9730559195376576)
Rating(0,107,3.9730559195376576)
Rating(0,575,3.9730559195376576)
Rating(0,68,3.9730559195376576)
Rating(0,468,3.9730559195376576)
Rating(0,600,3.9730559195376576)
Rating(0,604,3.9730559195376576)
Rating(0,34,3.9730559195376576)
Rating(0,466,3.9730559195376576)
Rating(0,114,3.9730559195376576)
Rating(0,486,3.9730559195376576)
Rating(0,484,3.9730559195376576)
Rating(0,494,3.9730559195376576)
Rating(0,130,3.9730559195376576)
Rating(0,502,3.9730559195376576)
Rating(0,184,3.9730559195376576)
Rating(0,506,3.9730559195376576)
Rating(0,138,3.9730559195376576)
Rating(0,514,3.9730559195376576)
Rating(0,188,3.9730559195376576)
Rating(0,518,3.9730559195376576)
Rating(0,166,3.9730559195376576)
Rating(0,526,3.9730559195376576)
Rating(0,46,3.9730559195376576)
Rating(0,534,3.9730559195376576)
Rating(0,182,3.9730559195376576)
Rating(0,554,3.9730559195376576)
Rating(0,591,3.9730559195376576)
Rating(0,558,3.9730559195376576)
Rating(0,198,3.9730559195376576)
Rating(0,562,3.9730559195376576)
Rating(0,435,3.9730559195376576)
Rating(0,570,3.9730559195376576)
Rating(0,410,3.9730559195376576)
Rating(0,574,3.9730559195376576)
Rating(0,55,3.9730559195376576)
Rating(0,582,3.9730559195376576)
Rating(0,414,3.9730559195376576)
Rating(0,594,3.9730559195376576)
Rating(0,195,3.9730559195376576)
Rating(0,602,3.9730559195376576)
Rating(0,422,3.9730559195376576)
Rating(0,606,3.9730559195376576)
Rating(0,199,3.9730559195376576)
Rating(0,442,3.9730559195376576)
Rating(0,58,3.9730559195376576)
Rating(0,102,3.9730559195376576)
Rating(0,543,3.9730559195376576)
Rating(0,446,3.9730559195376576)
Rating(0,10,3.9730559195376576)
Rating(0,22,3.9730559195376576)
Rating(0,136,3.9730559195376576)
Rating(0,450,3.9730559195376576)
Rating(0,70,3.9730559195376576)
Rating(0,110,3.9730559195376576)
Rating(0,596,3.9730559195376576)
Rating(0,120,3.9730559195376576)
