Rating(2,141,3.980210097636368)
Rating(2,160,3.980210097636368)
Rating(2,501,3.980210097636368)
Rating(2,62,3.980210097636368)
Rating(2,564,3.980210097636368)
Rating(2,96,3.980210097636368)
Rating(2,137,3.980210097636368)
Rating(2,53,3.980210097636368)
Rating(2,578,3.980210097636368)
Rating(2,18,3.980210097636368)
Rating(2,546,3.980210097636368)
Rating(2,156,3.980210097636368)
Rating(2,64,3.980210097636368)
Rating(2,412,3.980210097636368)
Rating(2,56,3.980210097636368)
Rating(2,493,3.980210097636368)
Rating(2,37,3.980210097636368)
Rating(2,153,3.980210097636368)
Rating(2,437,3.980210097636368)
Rating(2,131,3.980210097636368)
Rating(2,479,3.980210097636368)
Rating(2,503,3.980210097636368)
Rating(2,122,3.980210097636368)
Rating(2,47,3.980210097636368)
Rating(2,150,3.980210097636368)
Rating(2,167,3.980210097636368)
Rating(2,194,3.980210097636368)
Rating(2,500,3.980210097636368)
Rating(2,516,3.980210097636368)
Rating(2,535,3.980210097636368)
Rating(2,24,3.980210097636368)
Rating(2,168,3.980210097636368)
Rating(2,16,3.980210097636368)
Rating(2,432,3.980210097636368)
Rating(2,464,3.980210097636368)
Rating(2,112,3.980210097636368)
Rating(2,489,3.980210097636368)
Rating(2,539,3.980210097636368)
Rating(2,21,3.980210097636368)
Rating(2,149,3.980210097636368)
Rating(2,17,3.980210097636368)
Rating(2,79,3.980210097636368)
Rating(2,157,3.980210097636368)
Rating(2,29,3.980210097636368)
Rating(2,451,3.980210097636368)
Rating(2,471,3.980210097636368)
Rating(2,85,3.980210097636368)
Rating(2,12319,1.990105048818184)
Rating(2,13203,1.990105048818184)
Rating(2,12487,1.990105048818184)
Rating(2,14075,1.990105048818184)
Rating(2,15571,1.990105048818184)
Rating(2,12515,1.990105048818184)
Rating(2,12419,1.990105048818184)
Rating(2,12675,1.990105048818184)
Rating(2,12715,1.990105048818184)
Rating(2,12759,1.990105048818184)
Rating(2,12799,1.990105048818184)
Rating(2,10127,1.990105048818184)
Rating(2,10847,1.990105048818184)
Rating(2,13219,1.990105048818184)
Rating(2,10227,1.990105048818184)
Rating(2,13299,1.990105048818184)
Rating(2,10271,1.990105048818184)
Rating(2,13403,1.990105048818184)
Rating(2,10403,1.990105048818184)
Rating(2,13455,1.990105048818184)
Rating(2,10423,1.990105048818184)
Rating(2,12827,1.990105048818184)
Rating(2,10447,1.990105048818184)
Rating(2,14135,1.990105048818184)
Rating(2,14167,1.990105048818184)
Rating(2,10931,1.990105048818184)
Rating(2,13291,1.990105048818184)
Rating(2,10987,1.990105048818184)
Rating(2,14315,1.990105048818184)
Rating(2,11115,1.990105048818184)
Rating(2,13355,1.990105048818184)
Rating(2,11231,1.990105048818184)
Rating(2,11315,1.990105048818184)
Rating(2,13407,1.990105048818184)
Rating(2,11391,1.990105048818184)
Rating(2,11403,1.990105048818184)
Rating(2,13475,1.990105048818184)
Rating(2,11507,1.990105048818184)
Rating(2,13491,1.990105048818184)
Rating(2,11587,1.990105048818184)
Rating(2,13495,1.990105048818184)
Rating(2,15583,1.990105048818184)
Rating(2,12471,1.990105048818184)
Rating(2,10139,1.990105048818184)
Rating(2,14227,1.990105048818184)
Rating(2,10195,1.990105048818184)
Rating(2,14251,1.990105048818184)
Rating(2,10231,1.990105048818184)
Rating(2,14307,1.990105048818184)
Rating(2,10407,1.990105048818184)
Rating(2,10539,1.990105048818184)
Rating(2,14327,1.990105048818184)
Rating(2,10655,1.990105048818184)
