Rating(3,158,3.9791865352593847)
Rating(3,147,3.9791865352593847)
Rating(3,91,3.9791865352593847)
Rating(3,25,3.9791865352593847)
Rating(3,99,3.9791865352593847)
Rating(3,155,3.9791865352593847)
Rating(3,43,3.9791865352593847)
Rating(3,180,3.9791865352593847)
Rating(3,165,3.9791865352593847)
Rating(3,205,3.9791865352593847)
Rating(3,23,3.9791865352593847)
Rating(3,7,3.9791865352593847)
Rating(3,35,3.9791865352593847)
Rating(3,191,3.9791865352593847)
Rating(3,11,3.9791865352593847)
Rating(3,50,3.9791865352593847)
Rating(3,108,3.9791865352593847)
Rating(3,192,3.9791865352593847)
Rating(3,162,3.9791865352593847)
Rating(3,14076,1.9895932676296924)
Rating(3,10016,1.9895932676296924)
Rating(3,12140,1.9895932676296924)
Rating(3,12344,1.9895932676296924)
Rating(3,12108,1.9895932676296924)
Rating(3,10032,1.9895932676296924)
Rating(3,12320,1.9895932676296924)
Rating(3,10248,1.9895932676296924)
Rating(3,10324,1.9895932676296924)
Rating(3,12408,1.9895932676296924)
Rating(3,10424,1.9895932676296924)
Rating(3,12424,1.9895932676296924)
Rating(3,10148,1.9895932676296924)
Rating(3,12452,1.9895932676296924)
Rating(3,10976,1.9895932676296924)
Rating(3,12516,1.9895932676296924)
Rating(3,11024,1.9895932676296924)
Rating(3,12600,1.9895932676296924)
Rating(3,10400,1.9895932676296924)
Rating(3,12648,1.9895932676296924)
Rating(3,11332,1.9895932676296924)
Rating(3,12680,1.9895932676296924)
Rating(3,10436,1.9895932676296924)
Rating(3,12684,1.9895932676296924)
Rating(3,10476,1.9895932676296924)
Rating(3,12692,1.9895932676296924)
Rating(3,10536,1.9895932676296924)
Rating(3,12708,1.9895932676296924)
Rating(3,14136,1.9895932676296924)
Rating(3,12828,1.9895932676296924)
Rating(3,10996,1.9895932676296924)
Rating(3,12844,1.9895932676296924)
Rating(3,14340,1.9895932676296924)
Rating(3,12920,1.9895932676296924)
Rating(3,11060,1.9895932676296924)
Rating(3,12940,1.9895932676296924)
Rating(3,11100,1.9895932676296924)
Rating(3,12956,1.9895932676296924)
Rating(3,11284,1.9895932676296924)
Rating(3,12960,1.9895932676296924)
Rating(3,14740,1.9895932676296924)
Rating(3,12988,1.9895932676296924)
Rating(3,11384,1.9895932676296924)
Rating(3,12992,1.9895932676296924)
Rating(3,11428,1.9895932676296924)
Rating(3,13024,1.9895932676296924)
Rating(3,11500,1.9895932676296924)
Rating(3,13052,1.9895932676296924)
Rating(3,11512,1.9895932676296924)
Rating(3,13076,1.9895932676296924)
Rating(3,11592,1.9895932676296924)
Rating(3,13184,1.9895932676296924)
Rating(3,11640,1.9895932676296924)
Rating(3,13236,1.9895932676296924)
Rating(3,11856,1.9895932676296924)
Rating(3,13248,1.9895932676296924)
Rating(3,10068,1.9895932676296924)
Rating(3,14152,1.9895932676296924)
Rating(3,10240,1.9895932676296924)
Rating(3,14164,1.9895932676296924)
Rating(3,10396,1.9895932676296924)
Rating(3,14328,1.9895932676296924)
Rating(3,10428,1.9895932676296924)
Rating(3,10528,1.9895932676296924)
Rating(3,14376,1.9895932676296924)
Rating(3,10840,1.9895932676296924)
Rating(3,14432,1.9895932676296924)
Rating(3,10980,1.9895932676296924)
Rating(3,14488,1.9895932676296924)
Rating(3,11036,1.9895932676296924)
Rating(3,14532,1.9895932676296924)
Rating(3,11212,1.9895932676296924)
Rating(3,14568,1.9895932676296924)
Rating(3,11360,1.9895932676296924)
Rating(3,14592,1.9895932676296924)
Rating(3,11480,1.9895932676296924)
Rating(3,14664,1.9895932676296924)
Rating(3,11584,1.9895932676296924)
Rating(3,11700,1.9895932676296924)
Rating(3,14756,1.9895932676296924)
Rating(3,12068,1.9895932676296924)
